decoder,threshold
CHROMOBIUS_DEPOLARIZING,0.1422818263626337
CHROMOBIUS_X,0.0949553471375286
BPOSD_DEPOLARIZING,0.1351182947405406
BPOSD_X,0.083639317271721
PROJECTION_DEPOLARIZING,0.1122813200385773
PROJECTION_X,0.0749751883659625
RESTRICTION_DEPOLARIZING,0.1339820823328116
RESTRICTION_X,0.0895838413080849
CONCAT_MWPM_DEPOLARIZING,0.1249568563151594
CONCAT_MWPM_X,0.0832038830840785
CORRELATED_DEPOLARIZING,0.136809320017612
CORRELATED_X,0.09141877897996051
