decoder,distance,rounds,p_physical,p_logical,p_logical_err,shots,errors,avg_time_sec
concat_mwpm,5,1,0.1036504380830937,0.13649572577160624,0.0009992865662159563,118033,16111,0.00010575049528586712
concat_mwpm,7,1,0.0673727847540109,0.05134471981138413,0.0003947412245606112,312593,16050,0.0001360160097382695
concat_mwpm,5,1,0.09846791617893902,0.12374060972521696,0.000912147908039368,130321,16126,0.00010608696919151262
concat_mwpm,5,1,0.08810287237062964,0.09758520044115944,0.0007325269235983469,164113,16015,0.00010468351095313232
concat_mwpm,5,1,0.07773782856232028,0.07372987794498553,0.0005605311773752884,217361,16026,0.0001051798137341766
concat_mwpm,7,1,0.07255530665816559,0.062406479671352565,0.00047687524654069517,257297,16057,0.0001353896176676672
concat_mwpm,7,1,0.08810287237062964,0.10087236545005127,0.0007552796327914671,158993,16038,0.00013727769829488418
concat_mwpm,5,1,0.09328539427478433,0.10934869295525033,0.0008147759382915147,146705,16042,0.00010620726682843579
concat_mwpm,5,1,0.06219026284985622,0.04470088353458443,0.0003450471137820237,358673,16033,0.00010717619135816544
concat_mwpm,7,1,0.08292035046647496,0.08798926292147141,0.0006630249088924705,182545,16062,0.0001379824819196348
concat_mwpm,5,1,0.0673727847540109,0.053748948054865436,0.0004129456061769381,298257,16031,0.00010686456382576185
concat_mwpm,7,1,0.09328539427478433,0.1169839041668788,0.0008667889955568796,137489,16084,0.00013373360114722654
concat_mwpm,7,1,0.07773782856232028,0.07488485176560626,0.0005685844056733291,214289,16047,0.0001348641254895378
concat_mwpm,5,1,0.07255530665816559,0.06401896621343386,0.000489447178464323,250129,16013,0.0001072405335406002
concat_mwpm,5,1,0.08292035046647496,0.08611719825761757,0.0006493617029485076,186641,16073,0.00010542901750417793
concat_mwpm,7,1,0.06219026284985622,0.0419255674013997,0.00032417502654727973,382225,16025,0.00013556602143789475
concat_mwpm,7,1,0.09846791617893902,0.13048809204810277,0.0009598441221209074,123153,16070,0.000140458054574596
concat_mwpm,7,1,0.1036504380830937,0.14711855684314032,0.0010738155441139517,108817,16009,0.00014103947457667874
concat_mwpm,9,1,0.06219026284985622,0.03731171199709314,0.00028924797018225264,429329,16019,0.0001757432194514334
concat_mwpm,9,1,0.0673727847540109,0.047699653423373845,0.0003676048690364298,336145,16034,0.00017520458547061344
concat_mwpm,9,1,0.07255530665816559,0.05825157896652773,0.00044687701679966624,274705,16002,0.00017651785715947068
concat_mwpm,9,1,0.07773782856232028,0.07188206080400886,0.0005463465710384344,223505,16066,0.00017392896377643383
concat_mwpm,9,1,0.08292035046647496,0.0861064824984864,0.000649325107720409,186641,16071,0.00018061833010473224
concat_mwpm,9,1,0.08810287237062964,0.10200388671190544,0.0007639621572786183,156945,16009,0.0001764289337033774
concat_mwpm,9,1,0.09328539427478433,0.11742937749606126,0.000871470064043347,136465,16025,0.00017987880438867396
concat_mwpm,9,1,0.09846791617893902,0.13574169935526506,0.0009969576215554162,118033,16022,0.00017679720324831206
concat_mwpm,9,1,0.1036504380830937,0.1518558797106246,0.0011036229245450716,105745,16058,0.00017826821875392395
concat_mwpm,11,1,0.06219026284985622,0.03475805349695168,0.00026974970071001715,461073,16026,0.00026220082657439907
concat_mwpm,11,1,0.0673727847540109,0.04593135552602652,0.00035463761911581253,348433,16004,0.00026378898858333655
concat_mwpm,11,1,0.07255530665816559,0.05810052624134567,0.00044550346607452824,275729,16020,0.00026736704592555976
concat_mwpm,11,1,0.07773782856232028,0.07327426334226252,0.0005576220517574863,218385,16002,0.00027456786293432114
concat_mwpm,11,1,0.08292035046647496,0.08875493775519815,0.0006693894478036272,180497,16020,0.000269419723059293
concat_mwpm,11,1,0.08810287237062964,0.10533925639029369,0.0007852230035994491,152849,16101,0.0002706427893208494
concat_mwpm,11,1,0.09328539427478433,0.12462779492176926,0.0009185643954662891,129297,16114,0.0002685042411490882
concat_mwpm,11,1,0.09846791617893902,0.1440087944301942,0.0010496281330876216,111889,16113,0.0002752468756283335
concat_mwpm,11,1,0.1036504380830937,0.16211684621640346,0.0011678147417566067,99601,16147,0.0002712535387196399
concat_mwpm,13,1,0.06219026284985622,0.031494439327495426,0.0002447503807014046,509201,16037,0.0003307611179146659
concat_mwpm,13,1,0.0673727847540109,0.04231009645182816,0.0003269092534314759,379153,16042,0.0003332595168049383
concat_mwpm,13,1,0.07255530665816559,0.055868958476339145,0.0004287121323014096,286993,16034,0.0003310267086889828
concat_mwpm,13,1,0.07773782856232028,0.0710875049323219,0.0005410778231693875,225553,16034,0.00033289911182235216
concat_mwpm,13,1,0.08292035046647496,0.08645759817258118,0.0006523145468561591,185617,16048,0.00033522167687760607
concat_mwpm,13,1,0.08810287237062964,0.10520840829838599,0.0007847925495961022,152849,16081,0.00033441323467655335
concat_mwpm,13,1,0.09328539427478433,0.12747870865517924,0.0009387158584058521,126225,16091,0.0003380353298164551
concat_mwpm,13,1,0.09846791617893902,0.1463205906719713,0.0010663944765975414,109841,16072,0.0003416196351183414
concat_mwpm,13,1,0.1036504380830937,0.16850426679231453,0.001211218259183496,95505,16093,0.00033798422463658944
concat_mwpm,15,1,0.06219026284985622,0.029903419959874958,0.00023267859380861843,535825,16023,0.0004027436197455664
concat_mwpm,15,1,0.0673727847540109,0.04079599454728447,0.00031576485299413866,392465,16011,0.000405881365222359
concat_mwpm,15,1,0.07255530665816559,0.053998041940161425,0.0004145591556987913,297233,16050,0.0004032312712990786
concat_mwpm,15,1,0.07773782856232028,0.06895810863652184,0.0005252420582060796,232721,16048,0.00041379052475351395
concat_mwpm,15,1,0.08292035046647496,0.08828179659653704,0.0006658899444488931,181521,16025,0.00040719425753494497
concat_mwpm,15,1,0.08810287237062964,0.10855011541403516,0.0008093394917057657,147729,16036,0.00041081774759158885
concat_mwpm,15,1,0.09328539427478433,0.12888054953815925,0.0009508498958956042,124177,16004,0.00041593065945341116
concat_mwpm,15,1,0.09846791617893902,0.153589060455878,0.001114176220985077,104721,16084,0.0004067042307281303
concat_mwpm,15,1,0.1036504380830937,0.17577043835946132,0.0012589327526273564,91409,16067,0.00041056645634430903
concat_mwpm,17,1,0.06219026284985622,0.026823939122500064,0.00020906120687185794,597265,16021,0.0005616412860341627
concat_mwpm,17,1,0.0673727847540109,0.03824247355573637,0.0002962461080003598,419089,16027,0.0005575445893017985
