decoder,distance,rounds,p_physical,p_logical,p_logical_err,shots,errors,avg_time_sec
concat_mwpm,5,1,0.04363636363636364,0.006236011422397159,0.0003092842801999564,64785,404,0.0001383467489084533
concat_mwpm,7,1,0.04363636363636364,0.004866794044486103,0.00024124374705281553,83217,405,0.00019099289405882975
concat_mwpm,5,1,0.15,0.12705530642750373,0.005758265795656541,3345,425,0.00015907295665377265
concat_mwpm,5,1,0.13818181818181818,0.10460059510185397,0.004630036940515769,4369,457,0.00016258833074101186
concat_mwpm,5,1,0.031818181818181815,0.0024282868164009278,0.00012111553688085409,165137,401,0.00013765509774276
concat_mwpm,5,1,0.09090909090909091,0.046474865633891874,0.0021610505250259635,9489,441,0.00014608130898936475
concat_mwpm,5,1,0.07909090909090909,0.031137283768862715,0.0014901900620162224,13585,423,0.0001457825544349202
concat_mwpm,5,1,0.12636363636363634,0.0884479881327647,0.00386651319134693,5393,477,0.00014842361227351304
concat_mwpm,5,1,0.02,0.0007493766123306175,3.74547888527178e-05,533777,400,0.0001390113874724673
concat_mwpm,7,1,0.02,0.0004382807560781323,2.1909235027079067e-05,912657,400,0.0001909541937924679
concat_mwpm,5,1,0.10272727272727274,0.05304193738924985,0.0024359119226947377,8465,449,0.00014489457046704414
concat_mwpm,5,1,0.06727272727272728,0.019997108851732278,0.0009717551272000781,20753,415,0.00013941994323616994
concat_mwpm,7,1,0.05545454545454545,0.00889055571488451,0.00044089704909587997,45329,403,0.0001935075117465548
concat_mwpm,5,1,0.05545454545454545,0.012026561030522387,0.0005819127441459477,35089,422,0.00013989778144209692
concat_mwpm,5,1,0.11454545454545455,0.07152875175315568,0.0032170553514265644,6417,459,0.0001471460053010166
concat_mwpm,7,1,0.031818181818181815,0.0016890679300894784,8.438204259953053e-05,236817,400,0.00019205006328058984
concat_mwpm,7,1,0.06727272727272728,0.01758656873032529,0.0008515717541651269,23825,419,0.00018812864629592324
concat_mwpm,7,1,0.07909090909090909,0.027250047975436578,0.0013021561927761484,15633,426,0.00019025494422045895
concat_mwpm,7,1,0.09090909090909091,0.03407372024520341,0.0016187122743415933,12561,428,0.00018870355345593456
concat_mwpm,7,1,0.10272727272727274,0.053632604843473125,0.002448673316103856,8465,454,0.0001836136789125766
concat_mwpm,7,1,0.11454545454545455,0.06856786660433224,0.003154786016957146,6417,440,0.00022396030076713027
concat_mwpm,7,1,0.12636363636363634,0.08566660485814945,0.0038110343095870743,5393,462,0.00021195095475190094
concat_mwpm,7,1,0.13818181818181818,0.11988041853512706,0.005616256134712298,3345,401,0.00019995016203351007
concat_mwpm,7,1,0.15,0.13034379671150972,0.005821312612224938,3345,436,0.00018767664424872502
concat_mwpm,9,1,0.02,0.0001861655710047123,9.307412069410826e-06,2148625,400,0.000317354604124841
concat_mwpm,9,1,0.031818181818181815,0.0010164430576432208,5.0732940812810234e-05,394513,401,0.0003257990574025507
concat_mwpm,9,1,0.04363636363636364,0.0030294102093390445,0.00015105220589094827,132369,401,0.00032453365937695566
concat_mwpm,9,1,0.05545454545454545,0.0066898449471897705,0.00033089901398276574,60689,406,0.00032875632043666275
concat_mwpm,9,1,0.06727272727272728,0.013380493176282158,0.0006637045324927254,29969,401,0.00032596193563233234
concat_mwpm,9,1,0.07909090909090909,0.022736270572931396,0.0011210167263876044,17681,402,0.00032571241728422933
concat_mwpm,9,1,0.09090909090909091,0.034757735979890785,0.001705286910499724,11537,401,0.00032251478937519947
concat_mwpm,9,1,0.10272727272727274,0.049734199645599525,0.002362852627154403,8465,421,0.00032462249450510445
concat_mwpm,9,1,0.11454545454545455,0.06700950599968833,0.0031213379878762167,6417,430,0.00034178854371717473
concat_mwpm,9,1,0.12636363636363634,0.09178564806230298,0.003931573140605036,5393,495,0.0003396060480262375
concat_mwpm,9,1,0.13818181818181818,0.10940718699931334,0.004722494889782967,4369,478,0.00033188373586826936
concat_mwpm,9,1,0.15,0.14349775784753363,0.006061620579342754,3345,480,0.0003456862484312356
concat_mwpm,11,1,0.02,9.325603103209632e-05,4.523371024388093e-06,4557346,425,0.000479886493556408
concat_mwpm,11,1,0.031818181818181815,0.0006475163700232296,3.2365334867569376e-05,617745,400,0.0004946820122122342
concat_mwpm,11,1,0.04363636363636364,0.0019801882168900154,9.891133363324873e-05,202001,400,0.0004920091505446991
concat_mwpm,11,1,0.05545454545454545,0.005003431280803544,0.0002492335736051897,80145,401,0.0005056916926445955
concat_mwpm,11,1,0.06727272727272728,0.011656074553278805,0.0005729869241074624,35089,409,0.0004999030833596812
concat_mwpm,11,1,0.07909090909090909,0.01882720301235248,0.0009210148374297109,21777,410,0.0004921268653638141
concat_mwpm,11,1,0.09090909090909091,0.032242655839503226,0.0015761100339944248,12561,405,0.000512806723194937
concat_mwpm,11,1,0.10272727272727274,0.047489663319551095,0.0023116437897974782,8465,402,0.0005139012355615269
concat_mwpm,11,1,0.11454545454545455,0.06623032569736637,0.003104433122321828,6417,425,0.0004982685574255246
concat_mwpm,11,1,0.12636363636363634,0.09506248719524688,0.004198164756531975,4881,464,0.0004992812519991887
concat_mwpm,11,1,0.13818181818181818,0.11900440757065077,0.005213670393355284,3857,459,0.0005492055898388661
concat_mwpm,11,1,0.15,0.15216741405082213,0.006210374948107887,3345,509,0.0005146129922269634
